"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DPROGTYP","Programme orientation","DMODETYP","Intensity of participation","DINSTTYP","Type of institution","DSEX","Gender","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,1322526,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,1294553.99,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,1282811.99,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,1274709.99,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,1091999,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,1119842,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,1131593,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,1137693,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,1151731,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,1185914,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,1206191,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,1209126,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,1227432,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,1240252,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,1243046,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,1250412,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,1272458,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,1282140,,
"NOR","Norway","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,1288066,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,9854835,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,9969129,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,10001634,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,10037921,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,10001613,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,9917875,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,9836615,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,9719296,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,9503410,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,9279002,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,9040339,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,8926687,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,8760014,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,8629388,,
"POL","Poland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,8570191,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,2286433,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,2239825,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,2246545,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,2241198,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,1963576,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,2185049,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,2198954,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,2172853,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,2124260,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,2144991,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,2374720,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,2435665,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,2406098,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,2329440,,
"PRT","Portugal","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,2241756,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,1288395,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,1286741,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,1270396,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,1261281,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,1257260,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,1261347,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,1253811,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,1233532,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,1223139,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,1202644,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,1176803,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,1153904,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,1124312,,
"SVK","Slovak Republic","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,1103172,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,9211565,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,9029516,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,8903741,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,8764421,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,8677012,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,8663370,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,8864819,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,8966986,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,9019114,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,9115368,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,9260741,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,9442726,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,9701187,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,9943546,,
"ESP","Spain","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,10091969,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,2309109,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,2435414,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,2430215,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,2436668,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,2432611,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,2439806,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,2451814,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,2447771,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,2429092,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,2447056,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,2395600,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,2414577,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,2466006,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,2469445,,
"SWE","Sweden","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,2480778,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,1400208,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,1415071,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,1431040,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,1441794,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,1450399,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,1470651,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,1483945,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,1489783,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,1496484,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,1503049,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,1506821,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,1514257,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,1522408,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,1528557,,
"CHE","Switzerland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,1540880,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,12806674,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,13320621,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,13487431,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,15151883,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,15678261,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,15884952,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,16737358,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,16455922,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,16825233,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,17328160,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,17350276,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,18276130,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,19666770,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,20662614,,
"TUR","Türkiye","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,21258685,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,14389094.99,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,15989845.997,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,16137787,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,16225133,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,17587145.242,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,17126559.5251091,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,17372082.45,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,17691665.1,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,13725365.09,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,13611580.52,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,13778639.98,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,13901179.84,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,14187278.7,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,14240825,,
"GBR","United Kingdom","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,14375338.45,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,68915727.5,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,69978351.331,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,69433329.427,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,71191464.791,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,72108116.43,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,72980731.1891824,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,73510309.53,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,73959016.32,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,74135443.67,,
"USA","United States","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,74941060.46,,
