"COUNTRY","Country","DLVLEDUC","Level of education","DDESTPRG","Programme destination","DPROGTYP","Programme orientation","DMODETYP","Intensity of participation","DINSTTYP","Type of institution","DSEX","Gender","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,2183041,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,2178295,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,2179581,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,2239741,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,2255558,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,2272477,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,2277279,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,2287741,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,2299879,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,2315753,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,2302336,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,2278800,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,2243706,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,2196956,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,2150217,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,2133238,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,2120883,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,2102930,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,85731,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,86351,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,88361,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,89151,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,92514,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,96354,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,94069,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,95003,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,96191,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,96944,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,98856,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,99651,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,100981,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,100364,,
"ISL","Iceland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,101858,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,1003176,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,996879,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,990598,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,989561,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,995237,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,1003386,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,1035621,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,1038839,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,1037300,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,1055846,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,1068837,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,1078258,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,1164744,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,1181701,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,1186459,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,10794634,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,10728792,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,10623260,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,10720129,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,10795177,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,10889472,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,11023696,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,11063752,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,11126530,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,11152868,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,11215519,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,11165203,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,11221529,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,11207743,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,11102500,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,24306191,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,23869811,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,23565451,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,23254459,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,22961219,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,22693411,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,22494922,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,22288745,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,22167745,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,21940410,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,21689566,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,21501879,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,21319307,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,21218347,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,21116845,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,11384237,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,11496238,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,11539365,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,11544322,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,11572075,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,11602428,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,11595637,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,11580617,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,11557705,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,11517077,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,11390350,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,11234087,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,12073238,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,11979746,,
"KOR","Korea","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,11839369,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,72387,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,79734,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,82199,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,84092,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,86486,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,87717,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,85841,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,87589,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,91985,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,90496,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,91975,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,93120,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,100634,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,96300,,
"LUX","Luxembourg","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,104057,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,28094244,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,28618043,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,29216210,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,29621175,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,30115758,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,30918070,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,31250594,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,31747673,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,32388849,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,33032832,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,33523438,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,33686729,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,34054591,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,34404694,,
"MEX","Mexico","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,34973968,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,3526008,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,3512581,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,3559394,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,3601329,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,3556933,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,3583345,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,3613916,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,3644574,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,3672984,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,3746572,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,3778152,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2009","2009",,,"0","Units",,,3792370,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2010","2010",,,"0","Units",,,3829996,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2011","2011",,,"0","Units",,,4211855,,
"NLD","Netherlands","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2012","2012",,,"0","Units",,,4220103,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1998","1998",,,"0","Units",,,1072492,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","1999","1999",,,"0","Units",,,1081923,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2000","2000",,,"0","Units",,,1094993,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2001","2001",,,"0","Units",,,1120955,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2002","2002",,,"0","Units",,,1162718,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2003","2003",,,"0","Units",,,1198936,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2004","2004",,,"0","Units",,,1239890,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2005","2005",,,"0","Units",,,1259421,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2006","2006",,,"0","Units",,,1263421,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2007","2007",,,"0","Units",,,1294034,,
"NZL","New Zealand","900000","All levels of education + not allocated by level","900000","Total","900000","All educational programmes","90","Full-time and part-time","9000","All types of institutions","90","Total males+females","2008","2008",,,"0","Units",,,1271282,,
